"","year","round","reg_num","reg_name","team","seed","score","team_opp","score_opp","forest","lasso","ridge","net","forest_opp","lasso_opp","ridge_opp","net_opp","tie","win_pred","win_actual"
"467",2018,"1",4,"Midwest","Seton Hall","8",94,"North Carolina St.",83,32,36,36,36,18,26,26,26,"0","1","1"
"468",2018,"2",4,"Midwest","Seton Hall","8",79,"Kansas",83,32,36,36,36,60,61,61,61,"0","0","0"
"469",2018,"1",2,"West","South Dakota St.","12",73,"Ohio St.",81,21,16,16,16,52,53,53,53,"0","0","0"
"470",2018,"1",3,"East","St. Bonaventure","11",62,"Florida",77,18,14,14,14,41,52,52,52,"0","0","0"
"471",2018,"1",3,"East","Stephen F. Austin","14",60,"Texas Tech",70,17,18,18,18,55,50,50,50,"0","0","0"
"472",2018,"1",4,"Midwest","Syracuse","11",57,"TCU",52,48,38,38,38,21,25,25,25,"0","1","1"
"473",2018,"2",4,"Midwest","Syracuse","11",55,"Michigan St.",53,48,38,38,38,52,57,57,57,"0","0","1"
"474",2018,"3",4,"Midwest","Syracuse","11",65,"Duke",69,48,38,38,38,59,62,62,62,"0","0","0"
"475",2018,"1",4,"Midwest","TCU","6",52,"Syracuse",57,21,25,25,25,48,38,38,38,"0","0","0"
"476",2018,"1",1,"South","Tennessee","3",73,"Wright St.",47,51,58,58,58,15,7,7,7,"0","1","1"
"477",2018,"2",1,"South","Tennessee","3",62,"Loyola Chicago",63,51,58,58,58,55,44,44,44,"0","0","0"
"478",2018,"1",1,"South","Texas","10",83,"Nevada",87,37,43,43,43,45,31,31,31,"0","0","0"
"479",2018,"1",2,"West","Texas A&M","7",73,"Providence",69,45,41,41,41,18,21,21,21,"0","1","1"
"480",2018,"2",2,"West","Texas A&M","7",86,"North Carolina",65,45,41,41,41,38,40,40,40,"0","1","1"
"481",2018,"3",2,"West","Texas A&M","7",72,"Michigan",99,45,41,41,41,58,59,59,59,"0","0","0"
"482",2018,"1",2,"West","Texas Southern","16",83,"Xavier",102,6,1,1,1,36,39,39,39,"0","0","0"
"483",2018,"1",3,"East","Texas Tech","3",70,"Stephen F. Austin",60,55,50,50,50,17,18,18,18,"0","1","1"
"484",2018,"2",3,"East","Texas Tech","3",69,"Florida",66,55,50,50,50,41,52,52,52,"0","1","1"
"485",2018,"3",3,"East","Texas Tech","3",78,"Purdue",65,55,50,50,50,58,55,55,55,"0","0","1"
"486",2018,"4",3,"East","Texas Tech","3",59,"Villanova",71,55,50,50,50,63,63,63,63,"0","0","0"
"487",2018,"1",1,"South","UMBC","16",74,"Virginia",54,9,8,8,8,52,60,60,60,"0","0","1"
"488",2018,"2",1,"South","UMBC","16",43,"Kansas St.",50,9,8,8,8,47,54,54,54,"0","0","0"
"489",2018,"1",2,"West","UNC Greensboro","13",64,"Gonzaga",68,21,33,33,33,59,51,51,51,"0","0","0"
"490",2018,"1",3,"East","Villanova","1",87,"Radford",61,63,63,63,63,6,2,2,2,"0","1","1"
"491",2018,"2",3,"East","Villanova","1",81,"Alabama",58,63,63,63,63,32,24,24,24,"0","1","1"
"492",2018,"3",3,"East","Villanova","1",90,"West Virginia",78,63,63,63,63,49,49,49,49,"0","1","1"
"493",2018,"4",3,"East","Villanova","1",71,"Texas Tech",59,63,63,63,63,55,50,50,50,"0","1","1"
"494",2018,"5",2,"Final Four","Villanova","1",95,"Kansas",79,63,63,63,63,60,61,61,61,"0","1","1"
"495",2018,"6",1,"Championship","Villanova","1",79,"Michigan",62,63,63,63,63,58,59,59,59,"0","1","1"
"496",2018,"1",1,"South","Virginia","1",54,"UMBC",74,52,60,60,60,9,8,8,8,"0","1","0"
"497",2018,"1",3,"East","Virginia Tech","8",83,"Alabama",86,26,30,30,30,32,24,24,24,"0","0","0"
"498",2018,"1",3,"East","West Virginia","5",85,"Murray St.",68,49,49,49,49,24,15,15,15,"0","1","1"
"499",2018,"2",3,"East","West Virginia","5",94,"Marshall",71,49,49,49,49,15,11,11,11,"0","1","1"
"500",2018,"3",3,"East","West Virginia","5",78,"Villanova",90,49,49,49,49,63,63,63,63,"0","0","0"
"501",2018,"1",3,"East","Wichita St.","4",75,"Marshall",81,16,12,12,12,15,11,11,11,"0","1","0"
"502",2018,"1",1,"South","Wright St.","14",47,"Tennessee",73,15,7,7,7,51,58,58,58,"0","0","0"
"503",2018,"1",2,"West","Xavier","1",102,"Texas Southern",83,36,39,39,39,6,1,1,1,"0","1","1"
"504",2018,"2",2,"West","Xavier","1",70,"Florida St.",75,36,39,39,39,44,29,29,29,"0","0","0"
"505",2019,"1",4,"Midwest","Abilene Christian","15",44,"Kentucky",79,12,12,12,12,57,52,52,52,"0","0","0"
"506",2019,"1",2,"West","Arizona St.","11",74,"Buffalo",91,16,10,10,10,48,48,48,48,"0","0","0"
"507",2019,"1",4,"Midwest","Auburn","5",78,"New Mexico St.",77,56,58,58,58,24,24,24,24,"0","1","1"
"508",2019,"2",4,"Midwest","Auburn","5",89,"Kansas",75,56,58,58,58,44,47,47,47,"0","1","1"
"509",2019,"3",4,"Midwest","Auburn","5",97,"North Carolina",80,56,58,58,58,54,53,53,53,"0","1","1"
"510",2019,"4",4,"Midwest","Auburn","5",77,"Kentucky",71,56,58,58,58,57,52,52,52,"0","0","1"
"511",2019,"5",2,"Final Four","Auburn","5",62,"Virginia",63,56,58,58,58,63,63,63,63,"0","0","0"
"512",2019,"1",2,"West","Baylor","9",78,"Syracuse",69,25,23,23,23,26,32,32,32,"0","0","1"
"513",2019,"2",2,"West","Baylor","9",71,"Gonzaga",83,25,23,23,23,61,60,60,60,"0","0","0"
"514",2019,"1",1,"East","Belmont","11",77,"Maryland",79,29,25,25,25,33,29,29,29,"0","0","0"
"515",2019,"1",1,"East","Bradley","15",65,"Michigan St.",76,6,0,0,0,61,57,57,57,"0","0","0"
"516",2019,"1",2,"West","Buffalo","6",91,"Arizona St.",74,48,48,48,48,16,10,10,10,"0","1","1"
"517",2019,"2",2,"West","Buffalo","6",58,"Texas Tech",78,48,48,48,48,61,61,61,61,"0","0","0"
"518",2019,"1",3,"South","Cincinnati","7",72,"Iowa",79,39,37,37,37,26,22,22,22,"0","1","0"
"519",2019,"1",3,"South","Colgate","15",70,"Tennessee",77,12,14,14,14,56,54,54,54,"0","0","0"
"520",2019,"1",1,"East","Duke","1",85,"North Dakota St.",62,59,62,62,62,4,2,2,2,"0","1","1"
"521",2019,"2",1,"South","Duke","1",77,"UCF",76,59,62,62,62,46,39,39,39,"0","1","1"
"522",2019,"3",1,"South","Duke","1",75,"Virginia Tech",73,59,62,62,62,54,56,56,56,"0","1","1"
"523",2019,"4",1,"South","Duke","1",67,"Michigan St.",68,59,62,62,62,61,57,57,57,"0","0","0"
"524",2019,"1",2,"West","Fairleigh Dickinson","16",49,"Gonzaga",87,2,3,3,3,61,60,60,60,"0","0","0"
"525",2019,"1",2,"West","Florida","10",70,"Nevada",61,43,49,49,49,35,28,28,28,"0","1","1"
"526",2019,"2",2,"West","Florida","10",49,"Michigan",64,43,49,49,49,53,59,59,59,"0","0","0"
"527",2019,"1",2,"West","Florida St.","4",76,"Vermont",69,46,41,41,41,11,8,8,8,"0","1","1"
"528",2019,"2",2,"West","Florida St.","4",90,"Murray St.",62,46,41,41,41,35,31,31,31,"0","1","1"
"529",2019,"3",2,"West","Florida St.","4",58,"Gonzaga",72,46,41,41,41,61,60,60,60,"0","0","0"
"530",2019,"1",3,"South","Gardner Webb","16",56,"Virginia",71,12,6,6,6,63,63,63,63,"0","0","0"
"531",2019,"1",4,"Midwest","Georgia St.","14",55,"Houston",84,8,13,13,13,55,55,55,55,"0","0","0"
"532",2019,"1",2,"West","Gonzaga","1",87,"Fairleigh Dickinson",49,61,60,60,60,2,3,3,3,"0","1","1"
"533",2019,"2",2,"West","Gonzaga","1",83,"Baylor",71,61,60,60,60,25,23,23,23,"0","1","1"
"534",2019,"3",2,"West","Gonzaga","1",72,"Florida St.",58,61,60,60,60,46,41,41,41,"0","1","1"
"535",2019,"4",2,"West","Gonzaga","1",69,"Texas Tech",75,61,60,60,60,61,61,61,61,"1","0","0"
"536",2019,"1",4,"Midwest","Houston","3",84,"Georgia St.",55,55,55,55,55,8,13,13,13,"0","1","1"
"537",2019,"2",4,"Midwest","Houston","3",74,"Ohio St.",59,55,55,55,55,24,20,20,20,"0","1","1"
"538",2019,"3",4,"Midwest","Houston","3",58,"Kentucky",62,55,55,55,55,57,52,52,52,"0","0","0"
"539",2019,"1",4,"Midwest","Iona","16",73,"North Carolina",88,4,1,1,1,54,53,53,53,"0","0","0"
"540",2019,"1",3,"South","Iowa","10",79,"Cincinnati",72,26,22,22,22,39,37,37,37,"0","0","1"
"541",2019,"2",3,"East","Iowa","10",77,"Tennessee",83,26,22,22,22,56,54,54,54,"0","0","0"
"542",2019,"1",4,"Midwest","Iowa St.","6",59,"Ohio St.",62,34,43,43,43,24,20,20,20,"0","1","0"
"543",2019,"1",4,"Midwest","Kansas","4",87,"Northeastern",53,44,47,47,47,6,7,7,7,"0","1","1"
"544",2019,"2",4,"Midwest","Kansas","4",75,"Auburn",89,44,47,47,47,56,58,58,58,"0","0","0"
"545",2019,"1",3,"South","Kansas St.","4",64,"UC Irvine",70,41,50,50,50,24,18,18,18,"0","1","0"
"546",2019,"1",4,"Midwest","Kentucky","2",79,"Abilene Christian",44,57,52,52,52,12,12,12,12,"0","1","1"
"547",2019,"2",4,"Midwest","Kentucky","2",62,"Wofford",56,57,52,52,52,34,46,46,46,"0","1","1"
"548",2019,"3",4,"Midwest","Kentucky","2",62,"Houston",58,57,52,52,52,55,55,55,55,"0","1","1"
"549",2019,"4",4,"Midwest","Kentucky","2",71,"Auburn",77,57,52,52,52,56,58,58,58,"0","1","0"
"550",2019,"1",1,"East","Liberty","12",80,"Mississippi St.",76,32,26,26,26,29,38,38,38,"0","1","1"
"551",2019,"2",1,"South","Liberty","12",58,"Virginia Tech",67,32,26,26,26,54,56,56,56,"0","0","0"
"552",2019,"1",1,"East","Louisville","7",76,"Minnesota",86,34,34,34,34,33,19,19,19,"0","1","0"
"553",2019,"1",1,"East","LSU","3",79,"Yale",74,48,44,44,44,16,11,11,11,"0","1","1"
"554",2019,"2",1,"South","LSU","3",69,"Maryland",67,48,44,44,44,33,29,29,29,"0","1","1"
"555",2019,"3",1,"South","LSU","3",63,"Michigan St.",80,48,44,44,44,61,57,57,57,"0","0","0"
"556",2019,"1",2,"West","Marquette","5",64,"Murray St.",83,19,21,21,21,35,31,31,31,"0","0","0"
"557",2019,"1",1,"East","Maryland","6",79,"Belmont",77,33,29,29,29,29,25,25,25,"0","1","1"
"558",2019,"2",1,"South","Maryland","6",67,"LSU",69,33,29,29,29,48,44,44,44,"0","0","0"
"559",2019,"1",2,"West","Michigan","2",74,"Montana",55,53,59,59,59,9,4,4,4,"0","1","1"
"560",2019,"2",2,"West","Michigan","2",64,"Florida",49,53,59,59,59,43,49,49,49,"0","1","1"
"561",2019,"3",2,"West","Michigan","2",44,"Texas Tech",63,53,59,59,59,61,61,61,61,"0","0","0"
"562",2019,"1",1,"East","Michigan St.","2",76,"Bradley",65,61,57,57,57,6,0,0,0,"0","1","1"
"563",2019,"2",1,"South","Michigan St.","2",70,"Minnesota",50,61,57,57,57,33,19,19,19,"0","1","1"
"564",2019,"3",1,"South","Michigan St.","2",80,"LSU",63,61,57,57,57,48,44,44,44,"0","1","1"
"565",2019,"4",1,"South","Michigan St.","2",68,"Duke",67,61,57,57,57,59,62,62,62,"0","1","1"
"566",2019,"5",1,"Final Four","Michigan St.","2",51,"Texas Tech",61,61,57,57,57,61,61,61,61,"1","0","0"
"567",2019,"1",1,"East","Minnesota","10",86,"Louisville",76,33,19,19,19,34,34,34,34,"0","0","1"
"568",2019,"2",1,"South","Minnesota","10",50,"Michigan St.",70,33,19,19,19,61,57,57,57,"0","0","0"
"569",2019,"1",3,"South","Mississippi","8",72,"Oklahoma",95,22,27,27,27,36,35,35,35,"0","0","0"
"570",2019,"1",1,"East","Mississippi St.","5",76,"Liberty",80,29,38,38,38,32,26,26,26,"0","0","0"
"571",2019,"1",2,"West","Montana","15",55,"Michigan",74,9,4,4,4,53,59,59,59,"0","0","0"
"572",2019,"1",2,"West","Murray St.","12",83,"Marquette",64,35,31,31,31,19,21,21,21,"0","1","1"
"573",2019,"2",2,"West","Murray St.","12",62,"Florida St.",90,35,31,31,31,46,41,41,41,"0","0","0"
"574",2019,"1",2,"West","Nevada","7",61,"Florida",70,35,28,28,28,43,49,49,49,"0","0","0"
"575",2019,"1",4,"Midwest","New Mexico St.","12",77,"Auburn",78,24,24,24,24,56,58,58,58,"0","0","0"
"576",2019,"1",4,"Midwest","North Carolina","1",88,"Iona",73,54,53,53,53,4,1,1,1,"0","1","1"
"577",2019,"2",4,"Midwest","North Carolina","1",81,"Washington",59,54,53,53,53,28,36,36,36,"0","1","1"
"578",2019,"3",4,"Midwest","North Carolina","1",80,"Auburn",97,54,53,53,53,56,58,58,58,"0","0","0"
"579",2019,"1",1,"East","North Dakota St.","16",62,"Duke",85,4,2,2,2,59,62,62,62,"0","0","0"
"580",2019,"1",4,"Midwest","Northeastern","13",53,"Kansas",87,6,7,7,7,44,47,47,47,"0","0","0"
"581",2019,"1",2,"West","Northern Kentucky","14",57,"Texas Tech",72,14,9,9,9,61,61,61,61,"0","0","0"
"582",2019,"1",4,"Midwest","Ohio St.","11",62,"Iowa St.",59,24,20,20,20,34,43,43,43,"0","0","1"
"583",2019,"2",4,"Midwest","Ohio St.","11",59,"Houston",74,24,20,20,20,55,55,55,55,"0","0","0"
"584",2019,"1",3,"South","Oklahoma","9",95,"Mississippi",72,36,35,35,35,22,27,27,27,"0","1","1"
"585",2019,"2",3,"East","Oklahoma","9",51,"Virginia",63,36,35,35,35,63,63,63,63,"0","0","0"
"586",2019,"1",3,"South","Old Dominion","14",48,"Purdue",61,20,16,16,16,57,51,51,51,"0","0","0"
"587",2019,"1",3,"South","Oregon","12",72,"Wisconsin",54,45,42,42,42,33,45,45,45,"0","1","1"
"588",2019,"2",3,"East","Oregon","12",73,"UC Irvine",54,45,42,42,42,24,18,18,18,"0","1","1"
"589",2019,"3",3,"East","Oregon","12",49,"Virginia",53,45,42,42,42,63,63,63,63,"0","0","0"
"590",2019,"1",3,"South","Purdue","3",61,"Old Dominion",48,57,51,51,51,20,16,16,16,"0","1","1"
"591",2019,"2",3,"East","Purdue","3",87,"Villanova",61,57,51,51,51,32,30,30,30,"0","1","1"
"592",2019,"3",3,"East","Purdue","3",99,"Tennessee",94,57,51,51,51,56,54,54,54,"0","1","1"
"593",2019,"4",3,"East","Purdue","3",75,"Virginia",80,57,51,51,51,63,63,63,63,"0","0","0"
"594",2019,"1",1,"East","Saint Louis","13",52,"Virginia Tech",66,12,5,5,5,54,56,56,56,"0","0","0"
"595",2019,"1",3,"South","Saint Mary's","11",57,"Villanova",61,32,33,33,33,32,30,30,30,"1","0","0"
"596",2019,"1",4,"Midwest","Seton Hall","10",68,"Wofford",84,16,15,15,15,34,46,46,46,"0","0","0"
"597",2019,"1",2,"West","Syracuse","8",69,"Baylor",78,26,32,32,32,25,23,23,23,"0","1","0"
"598",2019,"1",3,"South","Tennessee","2",77,"Colgate",70,56,54,54,54,12,14,14,14,"0","1","1"
"599",2019,"2",3,"East","Tennessee","2",83,"Iowa",77,56,54,54,54,26,22,22,22,"0","1","1"
"600",2019,"3",3,"East","Tennessee","2",94,"Purdue",99,56,54,54,54,57,51,51,51,"0","0","0"
"601",2019,"1",2,"West","Texas Tech","3",72,"Northern Kentucky",57,61,61,61,61,14,9,9,9,"0","1","1"
"602",2019,"2",2,"West","Texas Tech","3",78,"Buffalo",58,61,61,61,61,48,48,48,48,"0","1","1"
"603",2019,"3",2,"West","Texas Tech","3",63,"Michigan",44,61,61,61,61,53,59,59,59,"0","1","1"
"604",2019,"4",2,"West","Texas Tech","3",75,"Gonzaga",69,61,61,61,61,61,60,60,60,"1","0","1"
"605",2019,"5",1,"Final Four","Texas Tech","3",61,"Michigan St.",51,61,61,61,61,61,57,57,57,"1","0","1"
"606",2019,"6",1,"Championship","Texas Tech","3",77,"Virginia",85,61,61,61,61,63,63,63,63,"0","0","0"
"607",2019,"1",3,"South","UC Irvine","13",70,"Kansas St.",64,24,18,18,18,41,50,50,50,"0","0","1"
"608",2019,"2",3,"East","UC Irvine","13",54,"Oregon",73,24,18,18,18,45,42,42,42,"0","0","0"
"609",2019,"1",1,"East","UCF","9",73,"VCU",58,46,39,39,39,37,40,40,40,"0","1","1"
"610",2019,"2",1,"South","UCF","9",76,"Duke",77,46,39,39,39,59,62,62,62,"0","0","0"
"611",2019,"1",4,"Midwest","Utah St.","8",61,"Washington",78,23,17,17,17,28,36,36,36,"0","0","0"
"612",2019,"1",1,"East","VCU","8",58,"UCF",73,37,40,40,40,46,39,39,39,"0","0","0"
"613",2019,"1",2,"West","Vermont","13",69,"Florida St.",76,11,8,8,8,46,41,41,41,"0","0","0"
"614",2019,"1",3,"South","Villanova","6",61,"Saint Mary's",57,32,30,30,30,32,33,33,33,"1","0","1"
"615",2019,"2",3,"East","Villanova","6",61,"Purdue",87,32,30,30,30,57,51,51,51,"0","0","0"
"616",2019,"1",3,"South","Virginia","1",71,"Gardner Webb",56,63,63,63,63,12,6,6,6,"0","1","1"
"617",2019,"2",3,"East","Virginia","1",63,"Oklahoma",51,63,63,63,63,36,35,35,35,"0","1","1"
"618",2019,"3",3,"East","Virginia","1",53,"Oregon",49,63,63,63,63,45,42,42,42,"0","1","1"
"619",2019,"4",3,"East","Virginia","1",80,"Purdue",75,63,63,63,63,57,51,51,51,"0","1","1"
"620",2019,"5",2,"Final Four","Virginia","1",63,"Auburn",62,63,63,63,63,56,58,58,58,"0","1","1"
"621",2019,"6",1,"Championship","Virginia","1",85,"Texas Tech",77,63,63,63,63,61,61,61,61,"0","1","1"
"622",2019,"1",1,"East","Virginia Tech","4",66,"Saint Louis",52,54,56,56,56,12,5,5,5,"0","1","1"
"623",2019,"2",1,"South","Virginia Tech","4",67,"Liberty",58,54,56,56,56,32,26,26,26,"0","1","1"
"624",2019,"3",1,"South","Virginia Tech","4",73,"Duke",75,54,56,56,56,59,62,62,62,"0","0","0"
"625",2019,"1",4,"Midwest","Washington","9",78,"Utah St.",61,28,36,36,36,23,17,17,17,"0","1","1"
"626",2019,"2",4,"Midwest","Washington","9",59,"North Carolina",81,28,36,36,36,54,53,53,53,"0","0","0"
"627",2019,"1",3,"South","Wisconsin","5",54,"Oregon",72,33,45,45,45,45,42,42,42,"0","0","0"
"628",2019,"1",4,"Midwest","Wofford","7",84,"Seton Hall",68,34,46,46,46,16,15,15,15,"0","1","1"
"629",2019,"2",4,"Midwest","Wofford","7",56,"Kentucky",62,34,46,46,46,57,52,52,52,"0","0","0"
"630",2019,"1",1,"East","Yale","14",74,"LSU",79,16,11,11,11,48,44,44,44,"0","0","0"
